gene	unique	total
ENSG00000185055.10	2615	2636
ENSG00000272604.1	2536	2548
ENSG00000231167.3	711	969
ENSG00000146776.14	8428	8428
ENSG00000226624.1	501	580
ENSG00000128536.15	7139	7241
ENSG00000280439.1	604	604
ENSG00000008282.8	2827	2854
ENSG00000242562.1	1108	1300
ENSG00000201796.1	71	71
ENSG00000105835.11	7179	9120
ENSG00000273320.1	817	817
ENSG00000243438.1	489	489
ENSG00000243797.6	2037	2068
ENSG00000267052.1	520	520
ENSG00000253276.2	4233	4233
ENSG00000228742.9	3530	3542
ENSG00000251978.1	86	86
ENSG00000283585.1	611	760
ENSG00000105851.10	5928	5953
ENSG00000005249.12	4284	4284
ENSG00000243193.4	2042	2152
ENSG00000105856.13	6392	6548
ENSG00000272072.1	712	712
ENSG00000164597.13	8503	8512
ENSG00000228341.1	250	250
ENSG00000172209.5	3650	3650
ENSG00000105865.10	5577	5589
ENSG00000272854.1	471	471
ENSG00000075790.10	8199	8661
ENSG00000238832.1	115	115
ENSG00000250474.2	602	968
ENSG00000225935.1	219	229
ENSG00000233705.6	5033	5129
ENSG00000091137.11	5650	5851
ENSG00000241764.3	949	949
ENSG00000105879.11	5533	5533
ENSG00000091138.12	3434	3434
ENSG00000229626.1	805	805
ENSG00000091140.13	5471	5471
ENSG00000091136.13	8218	8246
ENSG00000273055.1	504	595
ENSG00000238297.2	162	162
ENSG00000091128.12	6862	7039
ENSG00000091129.19	8390	8390
ENSG00000135241.16	5597	5859
ENSG00000231006.1	247	714
ENSG00000177683.13	4427	5013
ENSG00000128590.4	2832	2832
ENSG00000225647.1	635	635
ENSG00000270425.1	964	964
ENSG00000205174.4	405	405
ENSG00000279043.1	5005	5092
ENSG00000229603.1	508	508
ENSG00000227968.1	875	969
ENSG00000230941.1	368	368
ENSG00000234273.1	317	358
ENSG00000230192.1	679	679
ENSG00000271368.1	754	754
ENSG00000237064.1	901	937
ENSG00000232199.1	1127	1161
ENSG00000278424.1	460	460
ENSG00000226965.1	464	465
ENSG00000184903.9	3486	3486
ENSG00000228540.1	527	527
ENSG00000173114.12	3899	3900
ENSG00000243621.1	139	139
ENSG00000227948.4	523	535
ENSG00000128512.20	11547	11625
ENSG00000225572.1	2464	2464
ENSG00000222346.1	83	83
ENSG00000234358.1	702	737
ENSG00000198839.9	3611	4094
ENSG00000202406.1	0	300
ENSG00000226851.1	677	677
ENSG00000230999.1	942	1053
ENSG00000232922.1	441	488
ENSG00000236232.1	973	1076
ENSG00000006652.13	7445	7576
ENSG00000180019.5	181	182
ENSG00000181016.9	2512	2618
ENSG00000182965.6	736	836
ENSG00000223646.1	1132	1158
ENSG00000225358.1	1923	1997
ENSG00000146802.12	7818	8102
ENSG00000164603.11	4132	4132
ENSG00000234520.5	921	1031
ENSG00000279288.1	2028	2028
ENSG00000164604.12	7462	7498
ENSG00000225457.1	1052	1052
ENSG00000214194.8	1880	1948
ENSG00000270997.1	604	604
ENSG00000278894.1	301	301
ENSG00000154415.7	4675	4675
ENSG00000128573.24	16612	16707
ENSG00000236580.1	247	286
ENSG00000224595.1	552	552
ENSG00000282859.1	527	527
ENSG00000202334.1	84	90
ENSG00000272230.1	81	81
ENSG00000135272.10	5103	5237
ENSG00000233607.1	521	535
ENSG00000225535.6	1857	1857
ENSG00000226962.1	545	545
ENSG00000199764.1	73	73
ENSG00000244565.1	378	378
ENSG00000202377.1	98	98
ENSG00000242072.1	707	707
ENSG00000240973.1	1227	1227
ENSG00000243345.1	732	733
ENSG00000199224.1	65	71
ENSG00000105967.15	8750	8750
ENSG00000279086.1	2248	2248
ENSG00000135269.17	4119	4330
ENSG00000243243.5	663	915
ENSG00000237813.3	901	1153
ENSG00000237870.6	2558	2560
ENSG00000105971.14	7166	7337
ENSG00000213167.3	174	251
ENSG00000105974.11	4155	4155
ENSG00000235427.1	356	356
ENSG00000243220.1	577	662
ENSG00000231210.2	881	966
ENSG00000105976.14	6984	7117
ENSG00000198898.13	7929	8516
ENSG00000235945.1	1924	1924
ENSG00000252115.1	58	58
ENSG00000222150.1	99	99
ENSG00000227199.1	1859	1859
ENSG00000275359.1	86	86
ENSG00000277583.1	24	81
ENSG00000004866.20	6445	7240
ENSG00000214188.9	1678	2691
ENSG00000273596.1	0	170
ENSG00000273571.1	0	142
ENSG00000276100.1	0	263
ENSG00000274606.1	0	183
ENSG00000228368.1	429	429
ENSG00000213050.5	630	717
ENSG00000283923.1	0	79
ENSG00000226367.5	2858	2858
ENSG00000274344.1	42	42
ENSG00000275054.1	0	44
ENSG00000227532.1	163	163
ENSG00000278526.1	1	107
ENSG00000278482.1	0	85
ENSG00000230785.2	754	757
ENSG00000224042.2	422	442
ENSG00000230605.1	98	108
ENSG00000105989.8	3022	3030
ENSG00000238202.1	319	319
ENSG00000154438.7	3104	3147
ENSG00000214684.2	683	683
ENSG00000001626.14	8395	8563
ENSG00000237974.1	163	163
ENSG00000232661.1	191	191
ENSG00000234001.1	180	180
ENSG00000083622.8	344	346
ENSG00000077063.10	7105	7105
ENSG00000224136.1	419	441
ENSG00000234826.1	405	405
ENSG00000128534.7	5916	6269
ENSG00000106013.14	3129	3151
ENSG00000229982.1	950	956
ENSG00000230520.1	839	844
ENSG00000270516.1	943	943
ENSG00000225546.5	1870	1964
ENSG00000271739.1	76	96
ENSG00000233417.1	439	439
ENSG00000233969.1	721	721
ENSG00000184408.9	5522	5522
ENSG00000252023.1	75	75
ENSG00000231295.1	517	517
ENSG00000106025.8	3451	3451
ENSG00000071243.15	5239	5239
ENSG00000202225.1	89	98
ENSG00000106034.17	7344	7723
ENSG00000234927.1	0	247
ENSG00000212628.1	84	84
ENSG00000207090.1	60	80
ENSG00000002745.12	3231	3231
ENSG00000196937.10	2797	3448
ENSG00000213310.3	217	286
ENSG00000227371.1	388	388
ENSG00000234985.2	364	398
ENSG00000227743.1	346	348
ENSG00000252704.1	253	253
ENSG00000233272.1	2020	2020
ENSG00000106278.11	9980	9992
ENSG00000008311.14	4657	4808
ENSG00000252003.1	32	32
ENSG00000226636.1	1788	1824
ENSG00000234418.1	442	442
ENSG00000213302.3	253	343
ENSG00000128610.11	2609	2611
ENSG00000230316.6	3280	3280
ENSG00000081803.15	6486	6488
ENSG00000240499.7	3845	3883
ENSG00000225795.1	170	202
ENSG00000235459.5	99	318
ENSG00000188050.2	1415	1415
ENSG00000235631.1	1328	1328
ENSG00000227573.2	529	577
ENSG00000128519.3	967	967
ENSG00000226680.2	475	475
ENSG00000081800.8	4362	4465
ENSG00000223595.1	587	592
ENSG00000164675.10	5658	6019
ENSG00000232524.1	421	421
ENSG00000207338.1	77	77
ENSG00000128609.14	9625	9932
ENSG00000146809.12	5036	5036
ENSG00000230442.5	1724	1724
ENSG00000170807.11	2722	2723
ENSG00000106299.7	4405	4405
ENSG00000272686.1	2069	2069
ENSG00000201104.1	0	77
ENSG00000228211.2	1137	1249
ENSG00000106302.9	2512	2731
ENSG00000106304.15	3054	3054
ENSG00000225583.1	298	298
ENSG00000241345.1	2033	2033
ENSG00000234224.2	2070	2078
ENSG00000242593.5	4679	4681
ENSG00000243574.1	620	620
ENSG00000241324.1	224	224
ENSG00000230268.3	343	555
ENSG00000213296.4	618	842
ENSG00000207214.1	74	74
ENSG00000279419.1	2673	2676
ENSG00000170775.2	2991	2991
ENSG00000275356.3	518	518
ENSG00000128513.14	6116	6130
ENSG00000224897.6	6186	6380
ENSG00000186676.3	1200	1269
ENSG00000224899.1	570	570
ENSG00000205898.3	542	544
ENSG00000237764.2	1423	1423
ENSG00000219445.2	1783	1888
ENSG00000213291.3	299	345
ENSG00000234071.1	377	379
ENSG00000227847.1	327	343
ENSG00000227869.1	882	923
ENSG00000197462.3	600	807
ENSG00000241921.1	616	616
ENSG00000179603.17	6370	6585
ENSG00000227249.1	1715	1715
ENSG00000224981.1	1720	1736
ENSG00000230820.2	395	395
ENSG00000207692.3	67	67
ENSG00000236340.5	1910	1910
ENSG00000236105.1	432	554
ENSG00000048405.9	5907	5907
ENSG00000279265.1	431	431
ENSG00000224138.1	486	486
ENSG00000280347.1	4943	4945
ENSG00000226770.1	927	927
ENSG00000179562.2	4916	4954
ENSG00000004059.10	1657	1924
ENSG00000106328.9	2971	3238
ENSG00000106331.15	3078	3080
ENSG00000240790.1	465	465
ENSG00000197157.10	6117	6617
ENSG00000240579.1	546	607
ENSG00000279078.1	2001	2451
ENSG00000128594.7	4032	4032
ENSG00000207588.1	70	70
ENSG00000207705.2	42	42
ENSG00000174697.4	3319	3390
ENSG00000272915.1	330	334
ENSG00000106344.8	15239	15995
ENSG00000242261.1	1000	1000
ENSG00000238750.1	32	32
ENSG00000224940.8	3769	3769
ENSG00000106348.16	3335	4003
ENSG00000228700.1	258	262
ENSG00000238590.1	32	32
ENSG00000273184.1	46	677
ENSG00000135245.9	1773	2117
ENSG00000240758.2	31	632
ENSG00000272601.1	0	420
ENSG00000165055.15	4308	6826
ENSG00000276988.1	84	222
ENSG00000273270.1	5989	7014
ENSG00000280828.1	109	799
ENSG00000213280.2	153	418
ENSG00000242588.5	156	1077
ENSG00000281896.1	116	251
ENSG00000223189.1	30	74
ENSG00000243302.3	288	1120
ENSG00000230715.3	117	373
ENSG00000229413.2	170	300
ENSG00000243679.1	353	724
ENSG00000281490.1	508	2702
ENSG00000271553.1	1058	1084
ENSG00000241493.1	102	102
ENSG00000205085.11	5397	5983
ENSG00000271344.1	1230	1237
ENSG00000239722.1	445	445
ENSG00000201041.1	65	88
ENSG00000252866.1	0	5
ENSG00000135248.15	2650	2650
ENSG00000128595.16	4590	4590
ENSG00000244218.3	209	231
ENSG00000128617.2	1066	1066
ENSG00000128596.16	6480	6480
ENSG00000128591.15	8892	9302
ENSG00000242902.1	457	529
ENSG00000135253.13	8130	8407
ENSG00000128524.4	745	788
ENSG00000272899.3	3872	3872
ENSG00000224163.4	158	513
ENSG00000128604.19	4530	4568
ENSG00000275106.1	760	760
ENSG00000064419.13	4648	4734
ENSG00000242241.3	266	266
ENSG00000244556.1	1454	1609
ENSG00000230359.5	1884	1987
ENSG00000242162.1	377	412
ENSG00000241102.1	329	329
ENSG00000241573.1	361	365
ENSG00000240416.1	269	285
ENSG00000230626.4	838	1233
ENSG00000158457.5	2718	2718
ENSG00000200629.1	73	83
ENSG00000128602.9	4338	4338
ENSG00000243230.1	505	505
ENSG00000158467.16	6873	6925
ENSG00000238072.1	0	228
ENSG00000128578.9	5654	5842
ENSG00000239919.1	149	197
ENSG00000199846.1	120	123
ENSG00000240204.2	1033	1033
ENSG00000273329.1	6744	7053
ENSG00000106459.14	4104	4202
ENSG00000212238.1	0	82
ENSG00000207990.3	80	80
ENSG00000199158.1	48	48
ENSG00000207691.1	80	80
ENSG00000242078.1	246	275
ENSG00000186591.11	6418	6499
ENSG00000244036.3	1380	1532
ENSG00000199516.1	58	72
ENSG00000091732.15	3168	3204
ENSG00000201109.1	75	91
ENSG00000128607.13	6616	6646
ENSG00000229196.3	501	501
ENSG00000146842.16	4550	4794
ENSG00000240571.1	545	545
ENSG00000165120.3	1129	1129
ENSG00000270992.1	352	402
ENSG00000158516.11	1826	1826
ENSG00000128510.10	3890	4061
ENSG00000158525.15	3204	3209
ENSG00000091704.9	3017	3022
ENSG00000106477.18	12426	12752
ENSG00000259920.1	2872	2872
ENSG00000272701.2	3977	4088
ENSG00000106484.14	4416	4799
ENSG00000277269.1	110	110
ENSG00000278055.1	205	205
ENSG00000274500.1	69	69
ENSG00000270823.1	2514	2604
ENSG00000199043.1	64	64
ENSG00000158623.14	4067	4138
ENSG00000270953.1	593	593
ENSG00000239021.1	83	89
ENSG00000226045.1	325	340
ENSG00000213265.8	2079	2308
ENSG00000266265.2	2793	2797
ENSG00000271522.1	1432	1487
ENSG00000229858.2	310	322
ENSG00000240680.1	277	277
ENSG00000232716.2	1641	1693
ENSG00000233559.1	1509	1586
ENSG00000284032.1	34	34
ENSG00000226380.9	6311	6619
ENSG00000283797.1	0	51
ENSG00000271204.1	1968	1968
ENSG00000273319.1	3104	3168
ENSG00000231721.6	4598	4674
ENSG00000199627.1	77	77
ENSG00000128585.17	12930	13011
ENSG00000233287.1	295	376
ENSG00000236753.5	2615	2734
ENSG00000273489.1	3701	3701
ENSG00000128567.16	6871	6899
ENSG00000224545.1	297	337
ENSG00000213261.3	293	643
ENSG00000236238.2	299	322
ENSG00000236395.1	309	355
ENSG00000236281.1	409	477
ENSG00000233263.1	692	701
ENSG00000236386.1	223	223
ENSG00000224865.7	1524	1570
ENSG00000229532.1	682	682
ENSG00000221866.9	16298	16350
ENSG00000225144.2	384	384
ENSG00000223436.1	496	496
ENSG00000183470.9	2410	2410
ENSG00000201009.1	62	74
ENSG00000225881.1	721	721
ENSG00000106554.12	3002	3479
ENSG00000227197.1	769	769
ENSG00000283041.1	160	1284
ENSG00000284135.1	0	26
ENSG00000272393.1	74	74
ENSG00000237821.1	423	1069
ENSG00000131558.14	9357	9465
ENSG00000276137.1	78	78
ENSG00000235429.1	362	375
ENSG00000235967.1	337	337
ENSG00000226205.1	721	752
ENSG00000155530.2	3219	3219
ENSG00000231098.1	384	384
ENSG00000205060.10	6957	7100
ENSG00000229177.1	297	297
ENSG00000273297.1	1167	1202
ENSG00000085662.13	3255	3780
ENSG00000198074.9	1246	1798
ENSG00000227471.8	2782	3294
ENSG00000172331.11	2560	2560
ENSG00000224375.1	223	223
ENSG00000230101.5	200	202
ENSG00000122786.19	10008	10012
ENSG00000146856.14	7279	7358
ENSG00000122783.16	5422	5433
ENSG00000223500.1	1005	1212
ENSG00000146859.6	2283	2283
ENSG00000272941.1	1115	1115
ENSG00000105875.13	5949	6082
ENSG00000231794.5	2499	2499
ENSG00000277138.1	55	55
ENSG00000146857.3	963	963
ENSG00000276067.2	2609	2655
ENSG00000080802.18	6985	7154
ENSG00000227073.1	263	435
ENSG00000155561.14	7793	7810
ENSG00000271414.1	415	415
ENSG00000223718.3	493	579
ENSG00000243317.7	4663	4929
ENSG00000212303.1	65	74
ENSG00000164707.15	8040	8140
ENSG00000273219.1	275	275
ENSG00000189320.8	2513	2522
ENSG00000224746.1	773	774
ENSG00000105887.10	3623	3770
ENSG00000267697.1	0	147
ENSG00000199700.1	71	77
ENSG00000230649.2	425	425
ENSG00000232053.6	1334	1340
ENSG00000206705.1	58	72
ENSG00000236503.1	295	430
ENSG00000226066.1	2632	2632
ENSG00000234352.9	6664	6971
ENSG00000231244.1	947	1288
ENSG00000181072.11	8325	8344
ENSG00000207597.1	98	98
ENSG00000223657.2	156	244
ENSG00000224469.1	498	540
ENSG00000105894.11	1712	1712
ENSG00000202023.1	46	46
ENSG00000231114.1	1859	1859
ENSG00000228031.2	523	523
ENSG00000157680.15	15738	15739
ENSG00000279483.2	0	45
ENSG00000230383.1	193	832
ENSG00000182158.14	8716	8837
ENSG00000237243.1	547	547
ENSG00000122787.14	3031	3172
ENSG00000234639.1	1165	1209
ENSG00000231923.1	640	669
ENSG00000231931.1	198	208
ENSG00000222514.1	32	32
ENSG00000233951.3	1454	1507
ENSG00000284028.1	0	34
ENSG00000225559.1	427	427
ENSG00000252820.1	54	62
ENSG00000201465.1	102	102
ENSG00000213238.6	363	367
ENSG00000213237.4	253	299
ENSG00000214815.2	1309	1519
ENSG00000122779.17	8949	9265
ENSG00000234995.1	732	751
ENSG00000157703.15	6400	6400
ENSG00000252188.1	90	90
ENSG00000234658.1	389	392
ENSG00000243099.1	371	513
ENSG00000223721.3	677	692
ENSG00000105929.15	4037	4047
ENSG00000214128.10	4556	4836
ENSG00000122778.9	12302	12427
ENSG00000199646.1	77	77
ENSG00000146858.7	1625	1723
ENSG00000105939.12	8025	8235
ENSG00000229677.1	521	521
ENSG00000105948.13	4948	5156
ENSG00000239254.1	1464	1721
ENSG00000271537.1	493	556
ENSG00000228360.1	228	245
ENSG00000271404.1	218	218
ENSG00000157741.14	16073	16353
ENSG00000206843.1	65	74
ENSG00000164898.12	1045	1544
ENSG00000146963.17	4926	6369
ENSG00000269955.2	27	1631
ENSG00000273391.1	505	505
ENSG00000252332.1	47	74
ENSG00000188883.4	2197	2197
ENSG00000253183.1	935	1330
ENSG00000236279.6	2524	2524
ENSG00000254270.1	208	280
ENSG00000064393.15	15427	15427
ENSG00000059377.16	6377	6458
ENSG00000059378.12	6318	6356
ENSG00000006459.10	9410	9425
ENSG00000251728.1	66	66
ENSG00000260231.1	2231	2336
ENSG00000199971.1	32	79
ENSG00000199283.1	131	133
ENSG00000270512.1	426	426
ENSG00000241661.1	503	558
ENSG00000157800.17	10686	11080
ENSG00000223113.1	67	75
ENSG00000202472.1	97	97
ENSG00000146955.10	965	965
ENSG00000103200.6	442	442
ENSG00000133606.10	5470	6171
ENSG00000146966.12	4868	5197
ENSG00000201354.1	79	79
ENSG00000240173.3	231	268
ENSG00000133597.10	2896	2904
ENSG00000090266.12	4265	4521
ENSG00000240889.1	1562	1618
ENSG00000157764.12	9958	10404
ENSG00000271932.1	56	77
ENSG00000271611.1	114	114
ENSG00000242703.1	1506	1528
ENSG00000090263.15	4750	5283
ENSG00000223212.1	131	131
ENSG00000261115.5	10633	10651
ENSG00000261778.1	144	144
ENSG00000261624.1	448	448
ENSG00000204990.3	1409	1409
ENSG00000261629.1	566	566
ENSG00000261797.1	355	355
ENSG00000261570.1	628	628
ENSG00000006530.15	6452	6625
ENSG00000244701.1	687	740
ENSG00000257093.6	7299	7352
ENSG00000270157.1	895	895
ENSG00000228775.7	3634	3634
ENSG00000214102.7	3029	3059
ENSG00000212153.1	129	135
ENSG00000106028.10	4927	5138
ENSG00000127362.2	1071	1071
ENSG00000127364.3	2219	2348
ENSG00000270923.1	718	796
ENSG00000127366.5	1121	1121
ENSG00000241926.1	689	715
ENSG00000224354.2	844	976
ENSG00000239648.1	786	922
ENSG00000240677.1	423	423
ENSG00000165076.13	2258	2258
ENSG00000240031.1	647	848
ENSG00000237621.3	670	915
ENSG00000257335.8	9489	9513
ENSG00000244292.1	697	697
ENSG00000258083.2	1979	2015
ENSG00000258227.6	4194	4194
ENSG00000257138.1	1113	1113
ENSG00000257743.8	8097	8121
ENSG00000240268.6	1642	1642
ENSG00000258223.6	1154	1154
ENSG00000186163.9	2289	2289
ENSG00000241881.1	354	354
ENSG00000277083.1	979	979
ENSG00000242736.1	254	254
ENSG00000226660.2	391	391
ENSG00000237702.2	361	361
ENSG00000211710.3	262	343
ENSG00000211734.3	617	622
ENSG00000211706.2	264	371
ENSG00000211707.3	321	350
ENSG00000211745.3	344	425
ENSG00000283063.1	320	394
ENSG00000282939.1	305	364
ENSG00000243889.1	249	249
ENSG00000242771.1	243	243
ENSG00000211713.3	317	335
ENSG00000211714.3	317	367
ENSG00000239944.1	240	240
ENSG00000211715.1	255	313
ENSG00000211716.2	360	360
ENSG00000211717.3	304	382
ENSG00000211720.3	257	334
ENSG00000244661.1	314	314
ENSG00000229769.2	293	365
ENSG00000241657.1	323	378
ENSG00000211739.4	314	314
ENSG00000211721.2	224	380
ENSG00000253409.1	243	317
ENSG00000230099.2	438	514
ENSG00000211724.3	279	358
ENSG00000227550.2	248	315
ENSG00000211725.3	161	320
ENSG00000253188.1	284	314
ENSG00000211727.3	242	362
ENSG00000211728.2	217	354
ENSG00000253534.1	265	311
ENSG00000253291.1	197	317
ENSG00000211731.1	183	313
ENSG00000278030.1	299	317
ENSG00000276405.1	344	344
ENSG00000275791.1	332	338
ENSG00000276597.1	289	362
ENSG00000274752.1	184	379
ENSG00000276953.1	181	376
ENSG00000275158.1	365	381
ENSG00000275743.1	376	376
ENSG00000276819.1	391	391
ENSG00000275243.1	317	317
ENSG00000277880.1	314	314
ENSG00000276557.1	398	398
ENSG00000211746.3	522	522
ENSG00000211747.3	268	383
ENSG00000251578.1	308	318
ENSG00000240578.1	257	307
ENSG00000211749.1	294	317
ENSG00000211750.2	322	351
ENSG00000270672.1	1294	1417
ENSG00000282499.1	311	351
ENSG00000239992.1	286	286
ENSG00000249912.1	274	314
ENSG00000241911.1	378	378
ENSG00000211752.3	357	357
ENSG00000211753.4	334	334
ENSG00000244273.1	377	377
ENSG00000232869.2	287	372
ENSG00000204983.13	1784	2018
ENSG00000275896.5	1003	1305
ENSG00000250591.3	544	712
ENSG00000243661.1	866	866
ENSG00000282431.1	0	0
ENSG00000282320.1	18	18
ENSG00000282420.1	18	18
ENSG00000282133.1	20	20
ENSG00000281958.1	21	21
ENSG00000282173.1	20	20
ENSG00000282780.1	23	23
ENSG00000211751.9	475	730
ENSG00000211764.1	20	20
ENSG00000211765.1	21	21
ENSG00000211766.1	16	16
ENSG00000211767.1	19	19
ENSG00000211768.1	20	20
ENSG00000211769.1	18	18
ENSG00000211770.1	23	23
ENSG00000211771.1	17	17
ENSG00000211772.11	473	728
ENSG00000237254.2	417	417
ENSG00000106123.11	5547	5549
ENSG00000165125.19	11944	12087
ENSG00000224970.2	233	233
ENSG00000127412.6	3547	3684
ENSG00000165131.6	891	891
ENSG00000197993.7	4028	4028
ENSG00000179468.5	907	1008
ENSG00000239293.1	250	251
ENSG00000225781.1	998	998
ENSG00000179420.11	1100	1111
ENSG00000159763.3	555	555
ENSG00000236398.2	948	987
ENSG00000268170.2	1728	1770
ENSG00000221937.4	974	1013
ENSG00000279223.1	163	163
ENSG00000197448.13	4179	4392
ENSG00000231840.1	898	900
ENSG00000178826.10	2697	2697
ENSG00000106144.19	7881	8093
ENSG00000239419.3	236	266
ENSG00000240322.3	264	269
ENSG00000231531.5	327	348
ENSG00000188037.10	3355	3355
ENSG00000159784.17	6621	6621
ENSG00000272619.1	301	301
ENSG00000232533.1	614	614
ENSG00000159840.15	3648	3648
ENSG00000278449.1	85	85
ENSG00000146904.8	4722	4750
ENSG00000229153.5	5158	5312
ENSG00000234066.1	910	910
ENSG00000185899.1	927	927
ENSG00000221855.1	894	894
ENSG00000236853.1	884	884
ENSG00000176510.5	2838	2868
ENSG00000229977.2	0	386
ENSG00000229877.1	60	1187
ENSG00000271079.1	46	2557
ENSG00000252037.1	5	73
ENSG00000230556.1	136	136
ENSG00000223459.5	152	2202
ENSG00000170379.19	3246	6490
ENSG00000283537.1	593	593
ENSG00000283528.2	0	2547
ENSG00000252523.1	5	73
ENSG00000271321.1	101	2578
ENSG00000253882.6	2991	3702
ENSG00000241136.1	123	1250
ENSG00000232145.1	10	396
ENSG00000159860.6	344	2391
ENSG00000198420.9	4356	6422
ENSG00000221910.2	792	1084
ENSG00000213215.5	4799	5105
ENSG00000270729.1	668	668
ENSG00000273377.1	886	886
ENSG00000242280.1	1480	1480
ENSG00000221813.4	5130	5164
ENSG00000221836.3	8272	8681
ENSG00000221933.3	1465	1821
ENSG00000239967.1	47	75
ENSG00000221858.3	3996	4140
ENSG00000221989.2	798	1021
ENSG00000239981.1	720	870
ENSG00000221938.5	1968	2190
ENSG00000273234.1	700	900
ENSG00000183122.5	1738	1746
ENSG00000240621.1	367	373
ENSG00000225932.3	1	2558
ENSG00000213214.4	975	2401
ENSG00000244198.5	318	2348
ENSG00000212807.2	639	4916
ENSG00000170356.9	426	3545
ENSG00000284644.1	500	2240
ENSG00000243896.4	478	2121
ENSG00000244693.1	0	2558
ENSG00000204959.4	245	4502
ENSG00000228960.6	84	3364
ENSG00000244479.7	339	2689
ENSG00000221970.2	344	4602
ENSG00000050327.14	1497	5845
ENSG00000106410.14	2073	2073
ENSG00000242978.1	438	459
ENSG00000221507.1	107	107
ENSG00000196511.14	8445	8604
ENSG00000243746.1	1098	1360
ENSG00000200673.1	263	300
ENSG00000236343.1	1038	1048
ENSG00000214035.3	934	1003
ENSG00000225918.1	622	797
ENSG00000226592.1	841	841
ENSG00000231839.1	1498	1591
ENSG00000230746.1	642	642
ENSG00000280144.1	275	275
ENSG00000174469.19	16051	16591
ENSG00000274127.1	125	125
ENSG00000274118.1	63	73
ENSG00000236795.1	1977	2102
ENSG00000226857.1	1	385
ENSG00000232391.1	163	199
ENSG00000221442.1	73	75
ENSG00000230190.1	1086	1086
ENSG00000270634.1	250	252
ENSG00000207318.1	78	78
ENSG00000251936.1	69	69
ENSG00000242266.3	265	265
ENSG00000199370.2	185	185
ENSG00000243374.3	230	239
ENSG00000274133.1	484	484
ENSG00000283504.1	1471	1471
ENSG00000283648.1	1197	1197
ENSG00000213210.4	320	369
ENSG00000170279.2	1324	1324
ENSG00000213209.2	331	379
ENSG00000270200.1	293	293
ENSG00000273314.1	2168	2168
ENSG00000055130.15	3432	3542
ENSG00000106462.10	4628	4719
ENSG00000251712.3	18	32
ENSG00000275586.1	128	239
ENSG00000239468.3	258	258
ENSG00000252316.1	6	66
ENSG00000202354.1	0	72
ENSG00000201098.1	4	83
ENSG00000281189.1	1850	1876
ENSG00000155660.10	3269	3270
ENSG00000202528.1	79	81
ENSG00000234565.1	183	183
ENSG00000197362.14	3194	3270
ENSG00000204947.8	3619	3679
ENSG00000240877.3	234	267
ENSG00000197024.8	5926	6030
ENSG00000239719.1	58	151
ENSG00000170265.11	3752	3826
ENSG00000170260.8	3065	3267
ENSG00000204946.9	4687	6855
ENSG00000271664.1	1065	1065
ENSG00000244560.6	2337	4372
ENSG00000231397.1	188	198
ENSG00000215311.3	541	804
ENSG00000228151.1	2967	3090
